"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V750","2020-03-25 06:00:00","50.000","360.000","1.000","22.700","0.920","1009.700","","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0K530","2020-03-25 06:00:00","12.000","37.000","2.300","21.700","0.930","1013.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.700",""
"C0M780","2020-03-25 06:00:00","30.000","26.000","0.500","20.800","0.950","1011.600","","0.000","-99.000","-99.000","-99.000","22.300","","20.800",""
"C0V360","2020-03-25 06:00:00","94.000","0.000","0.000","19.400","0.960","1003.500","","0.000","-99.000","-99.000","-99.000","21.000","","19.400",""
"C0K510","2020-03-25 06:00:00","10.000","357.000","1.300","21.100","0.950","1012.800","","0.000","-99.000","-99.000","-99.000","22.500","","21.100",""
"C0D650","2020-03-25 06:00:00","97.000","173.000","0.600","20.600","0.910","1004.000","","0.000","-99.000","-99.000","-99.000","20.700","","19.900",""
"C0V630","2020-03-25 06:00:00","19.000","0.000","0.000","22.400","0.880","1012.000","","0.000","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0U910","2020-03-25 06:00:00","17.000","299.000","0.400","19.700","0.950","1013.700","","0.000","-99.000","-99.000","-99.000","20.700","","19.400",""
"C0U600","2020-03-25 06:00:00","10.000","0.000","0.000","20.100","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","21.100","","19.800",""
"C0G820","2020-03-25 06:00:00","29.000","0.000","0.000","21.500","0.940","1010.900","","0.000","-99.000","-99.000","-99.000","23.000","","21.500",""
"C0R590","2020-03-25 06:00:00","72.000","93.000","1.100","21.200","0.990","1006.000","","0.000","-99.000","-99.000","-99.000","22.600","","21.200",""
"C0SA00","2020-03-25 06:00:00","466.000","296.000","2.400","17.300","1.000","962.800","","0.000","-99.000","-99.000","-99.000","18.700","","17.200",""
"C0S900","2020-03-25 06:00:00","27.000","87.000","1.400","23.500","0.880","1012.800","","0.000","-99.000","-99.000","-99.000","24.900","","23.400",""
"C0C480","2020-03-25 06:00:00","105.000","0.000","0.000","20.200","0.900","1003.100","","0.000","-99.000","-99.000","-99.000","21.400","","20.000",""
"C0V720","2020-03-25 06:00:00","15.000","62.000","1.000","22.500","0.900","1012.900","","0.000","-99.000","-99.000","-99.000","24.700","","22.500",""
"C0UA60","2020-03-25 06:00:00","566.000","184.000","0.600","17.800","0.960","951.600","","0.000","-99.000","-99.000","-99.000","17.800","","17.000",""
"C0A980","2020-03-25 06:00:00","11.000","0.000","0.000","20.500","0.940","1014.600","","0.000","-99.000","-99.000","-99.000","22.900","","20.500",""
"C0C670","2020-03-25 06:00:00","250.000","199.000","0.500","19.200","0.930","986.900","","0.000","-99.000","-99.000","-99.000","19.400","","18.600",""
"C0K550","2020-03-25 06:00:00","15.000","341.000","1.100","21.100","0.960","1013.300","","0.000","-99.000","-99.000","-99.000","22.600","","21.000",""
"C0R350","2020-03-25 06:00:00","35.000","14.000","1.500","22.500","0.860","1010.600","","0.000","-99.000","-99.000","-99.000","24.000","","22.500",""
"C0T9F0","2020-03-25 06:00:00","251.000","344.000","0.400","19.200","0.940","987.100","","0.000","-99.000","-99.000","-99.000","19.600","","18.900",""
"C0D390","2020-03-25 06:00:00","146.000","0.000","0.000","19.000","0.950","997.100","","0.000","-99.000","-99.000","-99.000","20.000","","18.200",""
"C0E430","2020-03-25 06:00:00","258.000","186.000","0.900","18.900","0.920","989.200","","0.000","-99.000","-99.000","-99.000","19.700","","18.100",""
"C0O990","2020-03-25 06:00:00","18.000","0.000","0.100","20.900","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","22.300","","20.900",""
"CM0010","2020-03-25 06:00:00","68.000","45.000","0.300","20.100","0.880","1007.800","","0.000","-99.000","-99.000","-99.000","21.100","","19.900",""
"C0K500","2020-03-25 06:00:00","12.000","8.000","1.800","21.200","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","22.300","","21.100",""
"C0X260","2020-03-25 06:00:00","39.000","14.000","0.400","20.800","0.960","1010.700","","0.000","-99.000","-99.000","-99.000","22.200","","20.800",""
"C0ACA0","2020-03-25 06:00:00","25.000","0.000","0.000","20.700","0.950","1011.400","","0.000","-99.000","-99.000","-99.000","22.300","","20.700",""
"C0X180","2020-03-25 06:00:00","62.000","0.000","0.000","21.100","0.990","1006.300","","0.000","-99.000","-99.000","-99.000","22.000","","21.100",""
"C0F930","2020-03-25 06:00:00","100.000","0.000","0.000","21.700","1.000","1002.900","","0.000","-99.000","-99.000","-99.000","21.800","","20.700",""
"C0I010","2020-03-25 06:00:00","1562.000","115.000","2.500","12.500","0.770","849.900","","0.000","-99.000","-99.000","-99.000","14.000","","12.500",""
"C0R190","2020-03-25 06:00:00","32.000","0.000","0.000","19.500","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","22.000","","19.500",""
"C0E420","2020-03-25 06:00:00","19.000","0.000","0.000","20.900","0.900","1011.100","","0.000","-99.000","-99.000","-99.000","20.900","","19.800",""
"C0I460","2020-03-25 06:00:00","110.000","49.000","0.700","21.700","0.940","1002.200","","0.000","-99.000","-99.000","-99.000","23.000","","21.600",""
"C0A9F0","2020-03-25 06:00:00","35.000","0.000","0.000","21.400","0.920","1011.600","","0.000","-99.000","-99.000","-99.000","22.600","","21.400",""
"C0F9A0","2020-03-25 06:00:00","425.000","0.000","0.000","19.300","1.000","966.700","","0.000","-99.000","-99.000","-99.000","20.600","","19.100",""
"C0O950","2020-03-25 06:00:00","4.000","0.000","0.200","22.200","0.960","1013.300","","0.000","-99.000","-99.000","-99.000","22.900","","21.600",""
"C0M760","2020-03-25 06:00:00","40.000","38.000","0.900","20.900","0.930","1010.300","","0.000","-99.000","-99.000","-99.000","22.600","","20.900",""
"C0AH70","2020-03-25 06:00:00","34.000","267.000","0.800","21.100","0.810","1011.700","","0.000","-99.000","-99.000","-99.000","22.100","","21.100",""
"C0V250","2020-03-25 06:00:00","298.000","44.000","0.900","20.300","0.900","980.000","","0.000","-99.000","-99.000","-99.000","21.600","","20.300",""
"C0U980","2020-03-25 06:00:00","573.000","124.000","1.100","18.100","1.000","952.000","","1.000","-99.000","-99.000","-99.000","18.400","","17.800",""
"C0S740","2020-03-25 06:00:00","289.000","354.000","1.500","17.400","0.990","983.700","","0.000","-99.000","-99.000","-99.000","19.900","","17.300",""
"C0A940","2020-03-25 06:00:00","49.000","246.000","0.400","19.300","0.990","1010.000","","0.000","-99.000","-99.000","-99.000","19.900","","19.200",""
"C0A920","2020-03-25 06:00:00","196.000","0.000","0.100","20.300","0.950","992.000","","0.000","-99.000","-99.000","-99.000","21.100","","19.700",""
"C0T870","2020-03-25 06:00:00","135.000","0.000","0.000","15.900","0.990","1000.100","","0.000","-99.000","-99.000","-99.000","17.500","","15.900",""
"C0O930","2020-03-25 06:00:00","69.000","0.000","0.200","19.900","1.000","1006.300","","0.000","-99.000","-99.000","-99.000","21.400","","19.900",""
"C0AI40","2020-03-25 06:00:00","37.000","-99.000","-99.000","21.700","0.870","1011.300","","0.000","-99.000","-99.000","-99.000","23.700","","21.600",""
"C0C460","2020-03-25 06:00:00","482.000","0.000","0.000","17.500","0.910","961.600","","0.000","-99.000","-99.000","-99.000","19.500","","17.300",""
"C0E520","2020-03-25 06:00:00","320.000","0.000","0.000","18.200","1.000","979.600","","0.000","-99.000","-99.000","-99.000","18.800","","17.600",""
"C0T9D0","2020-03-25 06:00:00","7.000","191.000","0.300","19.500","0.990","1015.500","","0.000","-99.000","-99.000","-99.000","20.400","","19.200",""
"C0I390","2020-03-25 06:00:00","1184.000","88.000","0.900","13.800","0.980","888.000","","0.000","-99.000","-99.000","-99.000","17.000","","13.800",""
"C0B020","2020-03-25 06:00:00","86.000","90.000","4.200","21.100","0.960","1003.900","","0.000","-99.000","-99.000","-99.000","21.200","","20.200",""
"CM0170","2020-03-25 06:00:00","106.000","84.000","1.300","19.400","0.990","1003.700","","0.000","-99.000","-99.000","-99.000","21.400","","19.400",""
"C0F860","2020-03-25 06:00:00","2215.000","98.000","0.700","7.700","0.890","783.200","","0.000","-99.000","-99.000","-99.000","10.000","","7.600",""
"C0U890","2020-03-25 06:00:00","116.000","262.000","1.600","18.800","0.990","1003.500","","0.000","-99.000","-99.000","-99.000","20.000","","18.700",""
"C0G800","2020-03-25 06:00:00","15.000","27.000","2.400","21.500","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","22.500","","21.500",""
"C0F850","2020-03-25 06:00:00","379.000","0.000","0.100","19.100","0.990","971.500","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0AH50","2020-03-25 06:00:00","275.000","0.000","0.100","19.500","0.990","983.600","","0.000","-99.000","-99.000","-99.000","20.200","","19.400",""
"C0Z160","2020-03-25 06:00:00","124.000","0.000","0.100","18.100","0.960","1004.700","","0.000","-99.000","-99.000","-99.000","20.900","","18.100",""
"C0R540","2020-03-25 06:00:00","17.000","89.000","1.100","21.700","0.850","1012.200","","0.000","-99.000","-99.000","-99.000","23.400","","21.600",""
"C0K480","2020-03-25 06:00:00","56.000","15.000","1.400","20.500","0.990","1008.000","","0.000","-99.000","-99.000","-99.000","22.300","","20.500",""
"C0H890","2020-03-25 06:00:00","440.000","0.000","0.000","18.600","0.940","964.600","","0.000","-99.000","-99.000","-99.000","21.000","","18.600",""
"C0S770","2020-03-25 06:00:00","375.000","264.000","0.500","18.000","1.000","972.600","","0.000","-99.000","-99.000","-99.000","20.500","","18.000",""
"C0X230","2020-03-25 06:00:00","29.000","356.000","1.900","20.500","0.950","1012.600","","0.000","-99.000","-99.000","-99.000","22.100","","20.500",""
"C0B010","2020-03-25 06:00:00","38.000","73.000","1.500","21.400","1.000","1008.500","","0.000","-99.000","-99.000","-99.000","21.500","","20.900",""
"C0R490","2020-03-25 06:00:00","49.000","0.000","0.000","21.500","0.940","1008.400","","0.000","-99.000","-99.000","-99.000","23.100","","21.300",""
"C0V440","2020-03-25 06:00:00","27.000","0.000","0.000","20.400","0.910","1010.800","","0.000","-99.000","-99.000","-99.000","23.000","","20.400",""
"C0SA40","2020-03-25 06:00:00","200.000","0.000","0.000","17.900","0.980","993.000","","0.000","-99.000","-99.000","-99.000","20.100","","17.900",""
"C0Z280","2020-03-25 06:00:00","224.000","94.000","0.600","18.700","0.990","991.500","","0.000","-99.000","-99.000","-99.000","20.600","","18.700",""
"C0Z070","2020-03-25 06:00:00","247.000","357.000","2.200","18.300","0.990","986.700","","0.000","-99.000","-99.000","-99.000","20.400","","18.100",""
"CM0180","2020-03-25 06:00:00","313.000","0.000","0.200","19.100","0.880","979.800","","0.000","-99.000","-99.000","-99.000","21.300","","19.100",""
"C0T9N0","2020-03-25 06:00:00","261.000","308.000","0.500","17.500","1.000","986.100","","0.000","-99.000","-99.000","-99.000","20.100","","17.500",""
"C0K470","2020-03-25 06:00:00","97.000","0.000","0.000","18.800","0.990","1003.400","","0.000","-99.000","-99.000","-99.000","21.600","","18.800",""
"C0R720","2020-03-25 06:00:00","214.000","343.000","2.500","21.400","0.870","990.900","","0.000","-99.000","-99.000","-99.000","21.800","","21.100",""
"C0V650","2020-03-25 06:00:00","28.000","0.000","0.200","22.000","0.920","1013.000","","0.000","-99.000","-99.000","-99.000","22.900","","22.000",""
"C0H9C0","2020-03-25 06:00:00","3402.000","299.000","1.300","3.700","0.350","677.200","","0.000","-99.000","-99.000","-99.000","3.700","","2.200",""
"C0U780","2020-03-25 06:00:00","15.000","245.000","1.200","19.600","0.990","1014.500","","0.000","-99.000","-99.000","-99.000","20.700","","19.600",""
"C0U760","2020-03-25 06:00:00","22.000","0.000","0.000","20.300","0.990","1014.800","","1.000","-99.000","-99.000","-99.000","20.400","","19.700",""
"C0X290","2020-03-25 06:00:00","10.000","19.000","2.600","22.400","0.930","1013.400","","0.000","-99.000","-99.000","-99.000","23.200","","22.400",""
"C0A9E0","2020-03-25 06:00:00","26.000","206.000","1.200","21.300","0.870","1012.700","","0.000","-99.000","-99.000","-99.000","22.800","","21.300",""
"C0R480","2020-03-25 06:00:00","57.000","0.000","0.000","20.700","0.950","1007.200","","0.000","-99.000","-99.000","-99.000","23.300","","20.700",""
"C0X300","2020-03-25 06:00:00","70.000","33.000","0.800","19.100","0.970","1006.400","","0.000","-99.000","-99.000","-99.000","21.200","","19.100",""
"C0U970","2020-03-25 06:00:00","7.000","0.000","0.000","20.500","0.970","1016.000","","0.500","-99.000","-99.000","-99.000","21.300","","20.500",""
"C0R340","2020-03-25 06:00:00","230.000","0.000","0.100","18.700","0.990","988.300","","0.000","-99.000","-99.000","-99.000","20.900","","18.700",""
"C0M750","2020-03-25 06:00:00","10.000","3.000","2.100","22.100","0.940","1013.400","","0.000","-99.000","-99.000","-99.000","22.800","","21.900",""
"C0I110","2020-03-25 06:00:00","161.000","0.000","0.200","20.400","0.920","996.800","","0.000","-99.000","-99.000","-99.000","22.400","","20.400",""
"C0V370","2020-03-25 06:00:00","74.000","72.000","0.600","19.900","1.000","1006.600","","0.000","-99.000","-99.000","-99.000","21.600","","19.900",""
"C0C690","2020-03-25 06:00:00","242.000","182.000","0.700","19.400","0.850","987.400","","0.000","-99.000","-99.000","-99.000","20.600","","19.400",""
"C0A540","2020-03-25 06:00:00","401.000","0.000","0.000","18.700","0.990","969.300","","1.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0SA60","2020-03-25 06:00:00","6.000","344.000","0.700","20.500","0.930","1013.800","","0.000","-99.000","-99.000","-99.000","22.600","","20.400",""
"C0H950","2020-03-25 06:00:00","192.000","0.000","0.000","19.200","0.990","992.900","","0.000","-99.000","-99.000","-99.000","21.200","","19.200",""
"C0O960","2020-03-25 06:00:00","112.000","0.000","0.200","20.300","0.930","1000.600","","0.000","-99.000","-99.000","-99.000","21.300","","20.300",""
"C0E880","2020-03-25 06:00:00","507.000","0.000","0.000","-99.000","0.990","957.500","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AH10","2020-03-25 06:00:00","30.000","180.000","0.300","21.400","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","22.400","","21.400",""
"C0R680","2020-03-25 06:00:00","13.000","14.000","1.700","23.700","0.820","1013.300","","0.000","-99.000","-99.000","-99.000","24.200","","23.500",""
"C0X210","2020-03-25 06:00:00","38.000","39.000","0.800","20.700","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","22.300","","20.300",""
"C0D430","2020-03-25 06:00:00","87.000","0.000","0.000","19.300","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","19.800","","18.400",""
"C0AD30","2020-03-25 06:00:00","20.000","163.000","1.100","21.700","0.850","1010.900","","0.000","-99.000","-99.000","-99.000","23.200","","21.700",""
"C0R240","2020-03-25 06:00:00","87.000","87.000","0.900","19.700","0.900","1004.000","","0.000","-99.000","-99.000","-99.000","21.400","","19.400",""
"C0AI30","2020-03-25 06:00:00","26.000","217.000","2.200","21.100","0.970","1013.100","","0.000","-99.000","-99.000","-99.000","22.600","","21.100",""
"C0U960","2020-03-25 06:00:00","1885.000","324.000","1.000","9.400","0.990","816.300","","0.500","-99.000","-99.000","-99.000","11.000","","8.300",""
"C0T9E0","2020-03-25 06:00:00","415.000","0.000","0.000","18.100","0.950","969.700","","0.000","-99.000","-99.000","-99.000","18.600","","17.800",""
"C0D550","2020-03-25 06:00:00","1956.000","0.000","0.000","11.500","0.800","812.700","","0.000","-99.000","-99.000","-99.000","12.200","","10.600",""
"C0C630","2020-03-25 06:00:00","209.000","205.000","1.400","18.900","0.940","991.300","","0.000","-99.000","-99.000","-99.000","19.500","","18.700",""
"C0K330","2020-03-25 06:00:00","38.000","351.000","0.400","20.800","1.000","1010.000","","0.000","-99.000","-99.000","-99.000","22.500","","20.800",""
"C0M660","2020-03-25 06:00:00","40.000","19.000","1.800","20.800","0.960","1010.700","","0.000","-99.000","-99.000","-99.000","22.200","","20.800",""
"C0D580","2020-03-25 06:00:00","120.000","0.000","0.000","19.200","0.990","1001.400","","0.000","-99.000","-99.000","-99.000","19.400","","18.200",""
"C0R640","2020-03-25 06:00:00","21.000","49.000","1.300","22.800","0.910","1012.000","","0.000","-99.000","-99.000","-99.000","24.900","","22.700",""
"C0E810","2020-03-25 06:00:00","53.000","0.000","0.000","19.800","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","19.800","","18.700",""
"C0G830","2020-03-25 06:00:00","27.000","359.000","1.900","21.300","0.990","1010.100","","0.000","-99.000","-99.000","-99.000","22.400","","20.900",""
"C0A550","2020-03-25 06:00:00","422.000","0.000","0.000","19.200","1.000","968.200","","2.500","-99.000","-99.000","-99.000","19.400","","19.000",""
"C0G750","2020-03-25 06:00:00","31.000","354.000","2.000","21.300","0.930","1012.200","","-99.000","-99.000","-99.000","-99.000","22.500","","21.100",""
"C0Z270","2020-03-25 06:00:00","343.000","240.000","1.900","18.600","0.990","977.100","","0.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0UA30","2020-03-25 06:00:00","1397.000","185.000","0.400","13.500","1.000","863.000","","0.000","-99.000","-99.000","-99.000","13.900","","13.400",""
"C0I080","2020-03-25 06:00:00","536.000","0.000","0.000","17.700","0.900","957.600","","0.000","-99.000","-99.000","-99.000","20.200","","17.700",""
